c_custkey,c_name,revenue,c_acctbal,n_name,c_address,c_phone,c_comment
62903,Customer#000062903,500033.8868,8227.18,UNITED KINGDOM,"d4jCJzhR,hzBX5mYxMIOh4",33-878-980-9432,"s the express, final pinto beans doze about the bold deposits. special decoys wake fluffily. "
120571,Customer#000120571,499921.334,4392.71,IRAQ,g24Kt3TIcN76tzEPLNItYCOI vf2gUEeP,21-365-231-5235," packages. regular, silent asymptotes sleep slyly even ideas. carefully final packages ca"
69274,Customer#000069274,494509.6182,4338.45,RUSSIA,"G6OSY95vd8lf,sdpKizSd0t",32-103-453-8529,bold dolphins cajole slyly acro
134230,Customer#000134230,492881.565,-877.14,UNITED KINGDOM,"kvgYKTyiQ,5z6p3j0D6QQ",33-385-433-3107," carefully regular dependencies among the pending, pending excuses are about the quickly eve"
132973,Customer#000132973,492880.4714,7837.72,INDIA,6KTjekMpo8HfCn0 H83UZmLwB66zWznrmYFtgJ,18-771-691-6702,"en, even escapades nag. carefully ironic accounts d"
127294,Customer#000127294,492729.6392,1526.04,JORDAN,"sXT,,Fzb3zOQ3go8pCwxWbV8XlJiD7L",23-109-472-1146,uests. slyly final theodolites after the slyly ironic accounts wake regular platelets. ironic accounts wake!
139339,Customer#000139339,490869.7993,8890.18,IRAN,AQPFzJgzp3jFYVFXZMmy358wcuLAE8lGtVxotu70,20-328-186-6738, may are. fluffily even foxes are slyly blithely express instructions. qu
136666,Customer#000136666,489314.0148,7072.38,JAPAN,TA CCIEpV80ZoBw,22-909-300-2124,ouches integrate blithely. furiously final theodolites are slyly after the ironic packages.
128686,Customer#000128686,489194.3885,6333.74,BRAZIL,"N1zPjstGqcyY,",12-731-330-4068,ckages. slyly ironic accounts after the regular warthogs are slyly after the carefully bold packages
61168,Customer#000061168,488982.5348,-470.03,RUSSIA,Y9Ow7T4YpR31fRpRKsxMPRr47cwn,32-135-305-8524,dolites. furiously regular pinto beans sleep carefully. fluffily final i
50734,Customer#000050734,487194.6857,4209.43,VIETNAM,fzZLzx1oViVCRV,31-617-429-7609,ep. quickly express packages according to the blithely final accounts must have to haggle around the slyly 
13825,Customer#000013825,484980.2815,7933.3,INDONESIA,DyvD Q41O5v,19-852-847-5255, requests. carefully special packages sleep blithely. slyly ironic accounts wake. care
24598,Customer#000024598,484900.7442,9285.12,EGYPT,",K caCxS6Hgzsv,01K2rNx",14-229-955-6517, final pinto beans use blithely about the quickly final requests. ironic requests nag among the deposits.
106214,Customer#000106214,483684.0891,5832.43,ETHIOPIA,Bg0rWnD9xLSm9DhGEiM5m,15-698-938-7035,t the furiously special foxes haggle quickly qui
46600,Customer#000046600,480800.749,7868.13,CANADA,"W6br ,Y92sU Q7ViKJ6wQx3s7SSFyoSZODT",13-175-403-4241,ecial sentiments. fluffily sile
16315,Customer#000016315,479477.2951,-751.11,CHINA,VW3TEgiFh1GIwS4c1,28-136-173-4308,"ccounts haggle. regular, regular orbits cajole against the packages. carefully stealthy pint"
10135,Customer#000010135,478231.1095,-394.78,CHINA,"AvJwHS8Dh6HOL3,bEn6QXS0GrDE NXp7OR4w",28-415-508-2104,uickly. regularly express excuses nag according to the regular packages. furious
71899,Customer#000071899,477224.8425,1545.82,RUSSIA,vzxqZXxKxCF V8eBJLd7gf,32-747-922-3673, the thinly even excuses. pending dependencies haggle slyly ironic deposits. slyly unusual excuses affix f
2210,Customer#000002210,476784.5942,6758.15,IRAN,"5YVb4XS,BmXrWfrM",20-915-717-1480,ackages about the furious dolphins affix blithely along 
136678,Customer#000136678,476388.7531,9863.74,GERMANY,"NqpZcpua5my O1BKF,d X",17-642-321-3561,ly pending gifts hinder carefully. express sentiments wake blithely carefully even packages. sly
40321,Customer#000040321,476269.3571,-824.26,INDIA,DcCyFEOAzCsDvtOE,18-482-657-9130,"platelets. regular, express packages around the even pains sleep blithely at the regular acc"
78313,Customer#000078313,474812.1857,2723.97,JORDAN,36R5dGoJ0VxZklk,23-925-107-6717,iously. final theodolites are blithely after the ca
51949,Customer#000051949,474675.6668,3612.16,MOZAMBIQUE,"4h6w510IdLQHy u1hGke,V1JnmFGVTuK0wVB",26-814-637-5362,nic deposits boost carefully across the final platelets. slyly regular pinto beans acr
83932,Customer#000083932,474668.1087,5232.13,FRANCE,3yTmAMhTnsoo4X2EctyHF,16-611-262-5218,"g the special platelets. special, regular dolphins boost furiously instruc"
125746,Customer#000125746,474427.1475,9835.69,GERMANY,WDlCyZ Jz8lCJsu YslashID72z09jv9LJy9O,17-243-642-4853,"de of the blithely special deposits. special, even multipliers nag. slyly regular theodolites boos"
146896,Customer#000146896,474298.8669,9575.05,VIETNAM,jwNwY5v3KITSnXvFkjxCGNmpqmLlLT9,31-101-375-3829,sly ironic dependencies sleep. requests wake fluffily express foxes. furiously pend
101461,Customer#000101461,473310.1457,76.97,INDONESIA,FM19Ej qM1x0PSn5bPV1ilbrXXA3Y4JUvVY3,19-530-180-9241,wake quickly finally unusual theodolites. express pinto beans nag above the quickly regular deposits. special 
146741,Customer#000146741,472263.7524,8477.38,CHINA,NEfKuQbDS8OwXp8k29ylF11OTrPtityqNks8ko3n,28-720-183-4424,"inal excuses. quickly unusual accounts affix furiously bold, express packages. furiou"
40411,Customer#000040411,471160.1753,8456.88,UNITED STATES,5aaDaRXs3TVWKCizytt4uurTkr6xS,34-603-505-9821,egrate blithely alongside of the blithely ironic requests. quickly idle instructions around the slyly regular plat
80191,Customer#000080191,470090.9774,5646.87,CANADA,tsNCuO5hLyoraoMWwsq06FbRwmkuKPC9N2vt,13-279-318-1822,"sly quickly regular deposits. deposits haggle orbits. ironic, expres"
24956,Customer#000024956,469721.9496,5506.94,INDONESIA,1VJfnBf8C  iVAv3LzJs4yxJ6ypVC,19-164-780-3180,final accounts. even theodolites use 
107482,Customer#000107482,469632.8047,8437.28,JORDAN,UDfrjATWCnkL9vT48LVXJipPDM14u,23-317-568-9645,s haggle blithely. ironic accounts sleep carefully furiously regular escapades. slyly even p
136690,Customer#000136690,469257.4237,6942.88,UNITED STATES,"AClyMuegrLXeb25TT,jZhYPJQ",34-663-144-2023,blithely special deposits along the carefully even ideas detect furiously slyly ironic requests. furious
69964,Customer#000069964,468502.7046,5974.4,UNITED STATES,"6POJ3jrQDU8knBilFDPo1C6yBZ9OQ5L4,cOB5",34-187-172-8898," cajole carefully final asymptotes. regular, final pinto beans boost fluffily slyly"
138214,Customer#000138214,467932.6579,3481.47,CHINA,"j5atsgZS2IuW,TdMvqs",28-148-532-6909,even deposits sleep according to the final decoys. fluffily silent
45694,Customer#000045694,467741.6541,7607.56,BRAZIL,hyEKKk0C4aRo3v0d,12-730-432-9503,pths sleep furiously furiously even accounts. final asymptotes detect blithel
78997,Customer#000078997,467198.3751,5600.8,JAPAN,OhM28ATTqfbsigu5eCq7giyMt8DEyWlaHx8BAe,22-769-246-4412,g ideas hang furiously. fluffily bold ideas haggle about the 
84610,Customer#000084610,466013.8565,5878.33,CHINA,BZB8GY83PxygA GqIrPjONOoJzh ,28-384-733-4458,lly final requests sleep after 
71452,Customer#000071452,464871.0296,4304.17,GERMANY,rFClfeWSyRs9yc0tosrrgzsV3M6IvEj6fZ4,17-257-208-1392,y past the quickly even deposits. slyly pending requests use slyly abo
44263,Customer#000044263,462111.2012,4267.41,UNITED KINGDOM,"AHGogaa8W1mfAre0TwgIaDlEb,M JkV13YiygHB",33-995-316-8773,deas. regularly even tithes snooze
96464,Customer#000096464,461646.3556,1764.34,MOZAMBIQUE,"j,PqoG8rhI5M3IVvgfT",26-151-201-7216, pinto beans. furiously ironic deposits acc
6325,Customer#000006325,461083.3238,9653.04,KENYA,Niri1qezYdNIuIuM,24-113-347-2651,"onic requests boost against the blithely unusual asymptotes. bold, final accounts print. pinto be"
70741,Customer#000070741,460962.7783,1882.98,GERMANY,Ea1m7mCjcC7m4Og2,17-972-320-4530, platelets use furiously across the bold esca
135595,Customer#000135595,460691.2611,9417.23,INDIA,ZD92XgLEMoAHZbn7oIYa4LonjaiR ,18-868-187-5128,ress foxes wake across the packages. special requests affix. fluffily regular packages believe quick
108325,Customer#000108325,459665.3358,4880.15,ETHIOPIA,"SGCX2zZJpYBqK,LZoPXNCIcy1dzvTW5",15-989-393-7965,furiously regular excuses across the furiously pending accounts sleep fu
146167,Customer#000146167,459656.2827,8383.89,ARGENTINA,lHWP2U7TCqF3z3ug8mGQTfi0aEf7TgVYu,11-958-241-9701, quickly even packages are furiously blithely final packages. special accounts use furiously fluffily even deposits.
96757,Customer#000096757,459372.7873,3935.11,CHINA,"ggx1tilO3Vo ttXZp,,sh Yz",28-155-750-6509,"eans. even instructions haggle. bold, final ideas believe quickly. regular, ironic waters sleep blithe"
44242,Customer#000044242,458996.293,713.38,INDIA,JIBvOGPMKL,18-645-308-6229,kages! furiously final packages cajole against the furiously un
6122,Customer#000006122,458539.9705,-485.36,CHINA,XShsEA2Vp1J8YoV8z0vKiG99TtV8cGiJKT,28-417-497-5317, special theodolites haggle. ironic a
89014,Customer#000089014,456967.2811,7833.34,VIETNAM,mAc6RHBBilOrXn8g,31-584-438-6563,cording to the blithely regular instructions. blithely regular accounts haggle slyly. blithely pending dolp
22777,Customer#000022777,456242.7643,8250.61,MOZAMBIQUE,g6ys3PqnZUD44TDfTrQqcydH6me,26-637-444-1628,oxes. slyly unusual theodolites boost blithely through the account
148552,Customer#000148552,455490.6649,-607.64,CANADA,CbFhubLhsKlY4VF8,13-539-306-8504,lithely even requests wake blith
27835,Customer#000027835,454658.5865,7492.45,JORDAN,TvXbMljqXSTAdvpq9mFjvR2ul,23-553-624-8805,t the bold deposits. closely final deposits wake on the ideas. fluffily f
88696,Customer#000088696,454446.9417,8830.36,ALGERIA,"wWQJof3tkQy5Zoef1vo,b",10-602-656-1056,slyly above the final theodolites. blithely final gifts haggle furiously regular 
59164,Customer#000059164,453580.3254,4836.22,RUSSIA,zaij5wWh7bBFyQ 2L,32-771-615-4252,"ironic theodolites breach ironic, final deposits. silent requests cajole blithely. p"
11885,Customer#000011885,453243.4238,9232.55,ARGENTINA,"f0gzrFrJ,5c",11-924-406-1050,beans wake. blithely regular warhorses nag. slyly regular accounts boost carefully! blithely regular
94210,Customer#000094210,453190.4433,1228.33,GERMANY,8W1xX2Jf06yr1wFVk,17-975-531-7625,blithely. pinto beans affix silent instructions. slyly regular 
35686,Customer#000035686,452589.0841,6136.43,MOROCCO,MzwhGEMhY23c37FeZhmx,25-291-418-6953,"ng final foxes. even, unusual theodolites boost pending, bold dependencies. regular packages after the"
137980,Customer#000137980,452365.7763,3039.06,JAPAN,",RSr5RDaFqBOHfSvMy,Wh2Q4H",22-813-474-4736,", pending dolphins. unusual ideas are. somas boost slyly among the regular, bold requests. furiously f"
134957,Customer#000134957,451843.129,1687.34,ARGENTINA,v966Fg2BTBx7qco3wJuy Vy5OKH2kQkrQ,11-225-881-4033,"slyly even dolphins lose. even theodolites cajole. pending grouches wake blithely; final, ironic ideas sl"
81190,Customer#000081190,451661.3265,2359.29,CHINA,31txm2EZaGN a8gSF,28-620-894-2295,to beans-- slyly special pinto beans haggle furiously. carefully furiou
33727,Customer#000033727,451219.3469,8270.31,FRANCE,"8xmDINsoM,CkNb1cg2cZUZFzaH3HHt3o,A29",16-454-457-9329,eposits. slyly bold packages engage carefully final platelets. final account
12556,Customer#000012556,450868.5708,6582.66,INDONESIA,"6TvHxNP4CH,h2 9ke3jmWj O MUJ4yMT4U86unN4",19-462-744-9077,requests cajole. escapades doubt fluffily about the slyl
126491,Customer#000126491,449309.6637,-217.47,KENYA,morIyW3pM7UalHWcUwGROMdbtW3hfH1p,24-828-264-3956,"hely carefully final requests. regular, ironic theodolites cajole. blithely regular deposits haggle quickl"
135676,Customer#000135676,449008.8989,15.98,JAPAN,"r Eeoaws6KJ22C5Rcq9dTjz,xSsUhTZyb",22-465-733-3387, express theodolites. carefully silent foxes haggle. final accou
49078,Customer#000049078,448712.9164,7925.26,VIETNAM,"jKmrFCYvLQnZKpjPMx5fXLyEPA8zD9j0yySQN,f",31-942-154-8864,ons wake fluffily. even foxes wake. blithely ironic forges after the sil
66961,Customer#000066961,448696.6185,4105.99,PERU,HxGdLJctxoEUUVUPPhWrZX46HzrFZKLBETLRJ2R,27-485-738-4989,". ironic, regular depths are slyly. carefully dogged theodolites wake careful"
52129,Customer#000052129,448401.7128,4945.28,IRAQ,FPi1OhF3Rol9hWr5zEj,21-289-288-8491,s. blithely pending pinto beans cajole 
31207,Customer#000031207,447728.7827,-920.62,CANADA,z dGiXcWTh 853X8xdUcDpT,13-497-713-3727,refully even instructions outside the theod
21031,Customer#000021031,447299.2954,149.43,UNITED STATES,nceBu6Jip7QT633zHQ5ArC6owTAr,34-495-270-5803,ecial accounts haggle. fluffily even Tiresias wake
49774,Customer#000049774,446678.8884,4866.36,VIETNAM,HpZ1DX3dFut06ctSZzYiq4hP GmvJ,31-653-466-3604,"ckages may cajole. furious, pendi"
71872,Customer#000071872,443775.2975,3081.24,INDIA,"gF,vra8M6K2uof",18-869-405-3881,jole according to the epitaphs. furiously even
49297,Customer#000049297,443198.2748,8128.83,CHINA,vKc9M1udMB9D685jxp4j0KU9Do,28-333-617-8830,g deposits. fluffily express dolphins use. instructions cajole. express dependencies alongside of th
20180,Customer#000020180,442976.0378,7229.14,ROMANIA,kkte10m3QWK,29-402-919-1324," frays haggle furiously about the ironic, even packages. express theodolites "
27137,Customer#000027137,442592.804,4648.81,ARGENTINA,JVVdOqNlGca,11-964-320-8907,tes use according to the platelets. instruct
59012,Customer#000059012,441803.6817,1026.23,JAPAN,sw8WVgl2SZIts5CVC,22-874-827-3183,"express foxes; theodolites are furiously final, regular theod"
67357,Customer#000067357,441223.2372,8752.12,SAUDI ARABIA,ZVeuvEOywXrjGk6JCWSvJAZ9pX9Bjb46Z875jFF,30-717-774-4411,foxes. slyly ironic platelets according to the furiously regular pinto beans sleep clo
136127,Customer#000136127,440513.8807,-160.22,MOZAMBIQUE,Tg68VopW  ,26-501-542-6127,"requests. even, even deposits haggle carefully regular asymptotes."
116453,Customer#000116453,440144.5285,6999.77,FRANCE,RfpKnCugfvRjnLvnevUlXBPRGyLuM948t4xA,16-214-740-1725,"refully across the ironic, even d"
74638,Customer#000074638,439569.7197,-444.84,INDIA,qgQeVkjE3dZ3fjTi2to3df4Mak,18-422-359-3587,ges; ironic accounts along the 
97151,Customer#000097151,438769.7774,9332.64,IRAN,"hQPr,w5if RwzmE",20-700-243-7930,ourts? pending instructions will sleep carefully regular foxes! busily idle packages sleep slyly. evenly 
108115,Customer#000108115,437825.0575,9909.01,BRAZIL,"XxPXt0hY6fjUY2HX6jc,dT4JRbe53ZjIggrOj",12-227-708-6477,nt ideas cajole carefully acco
12874,Customer#000012874,437514.0436,3521.63,UNITED KINGDOM,ggrCZdqaBzgoFSVxa8qK,33-592-120-9012,ly final deposits hang inside the slyly unusual orbi
49345,Customer#000049345,437357.595,4749.83,IRAQ,6Aqb3bh3MFsSjhStb5Ty,21-834-103-2379,"ul deposits. express theodolites haggle closely. regular, ironic "
33227,Customer#000033227,437241.0274,2278.03,VIETNAM,6gRpcqPZQnL8Q3xoXfSP5KUWodYVRq1ovPcd,31-404-366-8638,. furiously unusual requests are furiously. s
84091,Customer#000084091,437019.1674,2420.45,INDIA,amjJKj1zqDOVHyjaf52ZFdjI,18-892-419-1703,"iously across the express pinto beans. express, "
58591,Customer#000058591,436929.4146,2572.65,FRANCE,xI86pBDEpqk9 46XNbLoEwLElI,16-330-600-5797,ach blithely slyly ironic instructions. furio
132040,Customer#000132040,436572.5226,3390.27,UNITED STATES,"HagFA4RCWVEgFs,91",34-547-243-9418,"express foxes before the carefully regular ideas wake according to the ironic, even pac"
63868,Customer#000063868,435913.832,2326.59,VIETNAM,6gP8LqVKhr7YlYh7uzg40,31-816-215-1198,ing accounts. furiously regular patt
104719,Customer#000104719,435382.4394,4670.12,PERU,"gKgZo,5Et6ELyii",27-589-876-7019,s cajole along the slyly sly 
39821,Customer#000039821,435161.2603,2945.09,CANADA,"E4dVn2sZZQZ,PZH4fcgCZO8YcnU7lbguDcoHLyot",13-657-753-6466,"y! final, silent requests wake fu"
123898,Customer#000123898,435132.3208,4210.75,ALGERIA,jITAfSW1fBgVh5QYKryYrV,10-298-238-2039,al decoys cajole quickly special accounts! ironic packages sleep furiously ironic packages.
73558,Customer#000073558,435126.96,1923.73,UNITED KINGDOM,XRjm2Ge2ULPAuThovsE6gAOT,33-463-356-6222,ronic excuses detect. blithely even asymptotes according to the slowly bold 
113830,Customer#000113830,435067.9876,6787.55,CANADA,9W UwZWCfL4YT0nEkHH,13-194-993-4397,"sits after the never ironic accounts wake sometimes daring, even accounts. unusual requests wake "
16168,Customer#000016168,434824.6087,-42.45,PERU,XMd4s9YQZmDQbbhV1N,27-470-276-6270,thely regular deposits use above the slyly regular pinto beans. deposits sle
