c_custkey,c_name,revenue,c_acctbal,n_name,c_address,c_phone,c_comment
66649,Customer#000066649,556907.9505,1316.83,JORDAN,q SOnHoV5RNUFCaziJOS8rc1LpPDA9U,23-899-272-2390,gular requests sleep. fluffily ironic accounts nag. even deposits are. 
14440,Customer#000014440,556242.3921,516.68,CHINA,BQOxFqA0PkyUv5Bax0XIlC4HED,28-326-762-5203,"l the unusual asymptotes. slyly ironic accounts cajole. special, sly deposits boost"
78964,Customer#000078964,550296.6307,3105.63,UNITED STATES,2WGP2kjtVpmuW 6dPvZbvq6l9lpn74y,34-631-998-7472,s sleep. packages sleep after the slyly final instructions. fluffily express platelets sleep furiously iron
53635,Customer#000053635,544328.0298,862.42,SAUDI ARABIA,Fy5J5lfgM9QCEvAxvtGq9d2ebOgbAi,30-286-740-3406,ily quickly special dependencies. packages cajole carefully. foxes impress carefully. carefully bold packages a
65002,Customer#000065002,537891.9942,262.1,ROMANIA,"9VXRdVI8QpEii4h,",29-786-698-7013,out the blithely even accounts. even braids integrate 
148081,Customer#000148081,536081.5249,9075.29,IRAN,G8pY5JzRjY76,20-262-695-3963," foxes cajole blithely even, ironic requests. quickly careful somas about the blithely even accounts cajole c"
25063,Customer#000025063,534363.2423,-253.78,PERU,"uOlLbpz,I3a5EczCgcTcbcu",27-497-613-7180,ts. packages are carefully final requests. thinly final accounts wake slyly furiously pending t
95134,Customer#000095134,533835.7659,4359.27,SAUDI ARABIA,"dOzn2MvrVTWPRaTcA54GFaFlZvrmPEG,cJN wD",30-981-348-1299,refully special foxes impress. quickly bold packages cajole slyly blithely fi
85118,Customer#000085118,533473.2975,7171.71,BRAZIL,msnqdWLk27o WqOr7hhAVfQAp90C2uqX,12-149-965-7637,lphins. quickly final platelets wake slyly! even deposits cajole
72097,Customer#000072097,532514.2005,7497.7,JAPAN,mEkE6mxSHdxPlD1t9,22-802-443-8381,final deposits haggle carefully always even packages. fur
136279,Customer#000136279,530549.7993,3510.94,ALGERIA,zjVE11jAeAiWC oGE3MU,10-616-238-6849, carefully except the accounts. furiously express packages detect. carefully even asymptotes are! pending ideas in
73738,Customer#000073738,530363.1792,4004.5,SAUDI ARABIA,V3rIvpQvthnv0jpV4HA,30-580-294-2575,ccounts. regular sauternes cajole slyly blithely regular accounts. ac
27526,Customer#000027526,530164.0368,6832.32,JAPAN,2TUDezRGRn l4RphpYH53bRJxl9iklQoiE1,22-971-415-2016,"unusual, final accounts. carefully even accounts haggle carefully blithely special instructions. blithely bold acc"
131470,Customer#000131470,525019.6682,8535.79,ROMANIA,RlBHIFQO8rhwgABxvah2Lnq,29-788-654-9205,ial packages. fluffily express depths
103849,Customer#000103849,522901.5948,7199.32,CANADA,"tEsUSFPdifXw,GTa",13-967-716-8294,iously final packages among the sp
30886,Customer#000030886,521499.9713,2522.33,ARGENTINA,Pz9FrrAsPpJdF,11-124-403-8835,ounts wake slyly behind the slyly special Tires
29587,Customer#000029587,519121.0877,689.42,ARGENTINA,"pzy5BGb,PTNYj",11-756-476-7073,ncies in place of the furiously ironic accounts haggle permanently ironic accounts: regular gifts u
26693,Customer#000026693,516250.1658,457.01,ETHIOPIA,ZM59oC58dWe,15-502-328-2597,ular asymptotes. pinto beans nag carefully dolphins. furiously ironic theodolites haggle blithely. eve
108889,Customer#000108889,514247.1239,6590.15,JAPAN,SJU6iZl3ziQNZ2O1AnTjHlXSSLbC64FNZr E1,22-330-230-6339,e furiously express deposits. slyly silent ideas boost. blithely final ideas cajole blithely furious
3430,Customer#000003430,513737.954,-631.28,CANADA,ho2YjB4QW1rubJ6zl 792ImnyJJcbzcV1Xh,13-951-290-9302, deposits sleep carefully pending pack
28156,Customer#000028156,511793.9764,1256.55,BRAZIL,IOtbuEKS0l6z0KnmI0UUbz5EFcQoLbr,12-714-200-4144,ic deposits. blithely blithe packag
72175,Customer#000072175,511533.7004,4978.6,INDONESIA,ygOd8T XfwiLTHWt1h,19-908-752-9101,"gular, bold accounts. furiously ironic deposits integrate furiously ironic grou"
13489,Customer#000013489,504830.1636,7850.83,ARGENTINA,"llqW3a9p0C7MPaoaqfC2tYt,erEQkYh",11-193-757-6132,y regular instructions. blithely pending courts must have to haggle 
71050,Customer#000071050,504268.3503,7150.97,CANADA,"eOV1vcxxTLBVjFboH2kkB,lfrmfNoqygsMynr",13-372-532-2268," ideas. slyly unusual deposits cajole across the regular, unus"
60979,Customer#000060979,504060.7828,8846.73,MOZAMBIQUE,w5Mv7TArjC,26-835-204-3118,ggle carefully about the furiously pending deposits. unusual deposits wake blithely along the busily 
51634,Customer#000051634,504056.2678,-220.53,RUSSIA,raWEkQyJKdvDXCLYbKzaQlHXJCMpw4k5Qgp1W6,32-772-532-7345,lar theodolites sleep. furiously final acc
14020,Customer#000014020,503610.1191,9073.07,ROMANIA,"ye6I khlZZHvU3zKzMKkwUx,dwy5vB",29-269-387-4667,"ending deposits sleep slyly furiously unusual foxes. ironic instructions against the ironic, regu"
89140,Customer#000089140,503372.7514,9570.28,PERU,"5ms fiuHfG, 7DBXJ4uM3P3IgpAr4EO",27-119-607-9583,regular requests boost. carefully pending frays hinder about the slyly
15865,Customer#000015865,501649.5385,-86.29,IRAQ,"nhWMJiif4UmIda8s01mNEztyO1hZ,",21-331-249-6422,sts sleep among the slyly bold accounts. fluffily regular pinto beans are about the carefully ironic instructio
140611,Customer#000140611,501464.9632,5616.18,ARGENTINA,MP0QF2b G7Z9,11-637-862-8495,ing forges detect blithely even orbits. s
20236,Customer#000020236,500923.1907,2647.64,FRANCE,"yVz51gXxqr,5m7kYf0WkpawZiulbLreNOL8",16-533-986-5592,"ncies. regular dolphins wake ironic, ironic packages. quickly express dependencies sub"
130102,Customer#000130102,500009.7472,-350.07,ROMANIA,YvQsV54sAFJnRHd8dfVX9L3KxHgo2dSL8,29-175-317-2141,nusual deposits at the furiously
95275,Customer#000095275,499688.3786,7483.67,ARGENTINA,5hbUzG1OYWy10z,11-414-239-4499, across the dolphins. blithely busy accounts are slyly according to the silent deposits. ideas above the unusual req
83581,Customer#000083581,499634.2539,9842.22,VIETNAM,",Z2NDnEIIJRR9JBEM uy1gGbbRgYaC Dlu",31-396-434-4133," requests. furiously regular accounts above the regular, regular ideas are fluffily ironic i"
88312,Customer#000088312,499600.9628,18.46,BRAZIL,3RoL9Rxpc2qL646i8,12-501-601-5598,ay blithely. unusual deposits cajole final
91645,Customer#000091645,499167.6579,6286.55,GERMANY,8UMDDfSh6IZz3Ybj7rNeeLrJrqAkVZV,17-719-995-8642," pending, pending deposits integrate daringly. slyly unusual accounts haggle always carefully furious theodol"
24097,Customer#000024097,498906.2772,-178.56,EGYPT,"O,MSmjsGFibGmR50AA",14-200-198-1880,dolites are slyly. unusual pinto beans cajole quickly.
45403,Customer#000045403,496037.1034,-751.86,IRAN,"nI,RvGSzkzZ8PnHPHwYx",20-345-942-8610,inal requests-- slyly silent foxes use furiously: slyly fluffy deposits shall have to detect slyly careful
87563,Customer#000087563,494743.9563,887.32,CANADA,SUl7Nl1f9B30C73yt,13-899-450-6023,requests. carefully ironic packages integrate quickly above t
6226,Customer#000006226,493412.2043,2230.09,UNITED KINGDOM,"TKbxS1dbkGMtaa,KOi26lbip4P0tPbWK0",33-657-701-3391,nal packages are alongside of the quickly bold deposits. carefully 
109130,Customer#000109130,492617.1518,44.24,FRANCE,bLM3csMxZOH,16-232-123-6974,"c, ironic accounts. final platelets use slyly. blithely r"
53029,Customer#000053029,492223.6582,6123.52,JORDAN,JEaQFU6j0Lx8VpuNjlMAg01jZSHHH,23-218-643-2193,"ounts are blithely. final, silent warhorses alongside of the blith"
34067,Customer#000034067,492101.9442,5164.37,PERU,iEcN6c7KmD6O9JFB7cf,27-465-206-4118,slyly final instructions detect furiously. furiously bold packages sleep blithely 
84373,Customer#000084373,488132.0399,2822.65,ETHIOPIA,"LqyhhHmvAk3C,c1i7",15-724-460-9888,ironic warthogs. packages along the carefully express acco
58954,Customer#000058954,488081.295,8615.84,CANADA,"xRf17wyQEooSUFifE,11g ALNTd",13-625-908-8416,o boost blithely regular deposits. fluffily regular theodolites wake blithely about the even ideas. fu
101152,Customer#000101152,487552.0532,7534.39,SAUDI ARABIA,g CptnAzAN6BGz,30-196-898-7951,"es. express, special packages haggle. regularly re"
65629,Customer#000065629,486958.251,1961.99,VIETNAM,"8,dyh9QZ6MyRTtwDwWX82ZRKTXRvcwVb",31-873-776-2607,ely regular requests promise slyly. busily
133219,Customer#000133219,486669.1797,1571.87,INDONESIA,nWdA6PAxHnBJjEI6,19-184-149-9799,e carefully alongside of the furiously regular frays
103828,Customer#000103828,486255.9923,2715.08,BRAZIL,6k9zQxxYywTzIaYC4F28 My,12-499-836-1171," the unusual notornis. furiously unusual theodolites around the ironic, regular asymptotes are blith"
116479,Customer#000116479,485941.4846,285.59,GERMANY,sP2hWYxsWTZeq13Z1,17-253-562-7308,ly. idle requests sleep. regular accounts sleep carefully according to the final packages. quickly even acco
41090,Customer#000041090,485822.2808,8647.92,MOZAMBIQUE,WDudadReEpy4Y,26-101-638-4697,beans during the carefully unusual deposits use carefully ab
23809,Customer#000023809,485771.5972,1564.07,KENYA,DvsQTiUTdrOtbos,24-825-396-2511, the blithely pending deposits. quickly ironi
26104,Customer#000026104,484950.6443,8760.25,UNITED KINGDOM,5oh7JECb Si,33-155-681-6319,foxes haggle carefully. regular packages haggle q
115201,Customer#000115201,484710.6794,-505.45,CANADA,xdzvDbDOnQ,13-639-145-1347, about the blithely ironic pinto beans. blithely even foxes among the requests sleep above the fur
66052,Customer#000066052,483046.1289,8424.99,JORDAN,GEiMgV00p0s3LiATYp9v1,23-623-276-5968,es integrate final deposits. furiously unusual deposits ac
111782,Customer#000111782,482930.4945,5112.02,MOZAMBIQUE,"Bi,uV9MIZv6P4Ae McjFJWH,nguSLpVOG",26-760-937-6347,", regular platelets eat slyly daringly special excus"
146053,Customer#000146053,482787.5157,196.63,IRAN,RYlyzPT Rfd04h52 jN,20-573-927-5394,ts shall have to wake quickly. fluffily spe
118021,Customer#000118021,482251.0988,4243.97,CHINA,m8CKOSR3dsGyZKEaz6hRr6Xe,28-248-436-6086, express deposits. theodolites before the regular dependencie
44041,Customer#000044041,482048.7129,8768.91,GERMANY,oEA6ooin8F3OrrV0kZwV34TbEk4L,17-539-517-7453,use slyly slyly bold requests. quickly regular packages with the even theodo
118141,Customer#000118141,481761.582,-828.77,ROMANIA,LRWtsEMChUOZw 2m8,29-927-451-4957,"egular packages are quickly pending, final instructio"
25855,Customer#000025855,481412.4503,7194.28,IRAQ,qTkv IZE u9qi,21-516-959-6168,unts. silent dependencies cajole slyly after the 
113695,Customer#000113695,480668.3665,1816.4,IRAQ,rqXAOji0sM0x6fM0H5TPNz,21-753-312-5606,nding foxes. slyly regular dolphins boost carefully among the c
28078,Customer#000028078,480121.1932,3219.63,KENYA,4B0CadVbdaS0yNcL5g2FvmnfQ7kjYlCF8,24-870-992-6399,"sly ironic platelets. dependencies wake furiously bold, regular foxes! quickly final"
136777,Customer#000136777,479862.7376,-65.46,IRAN,btU2H4etZHIopG5owDn7KdeefbkWRv4mKihVnbfg,20-500-807-1549, along the accounts unwind ruthlessly along the dep
90118,Customer#000090118,479245.3928,6987.35,FRANCE,"ITcx9X4,ZIdaIBS0ektl1eED5uSxwP0jKtaMYDK",16-852-217-8010,have to boost furiously slyly bold forges. express foxes sleep in place of the carefully regular
117769,Customer#000117769,477774.3322,-105.12,JAPAN,3 6NAmtAp8DdYWRoS88WfX,22-470-376-6826,ooze blithely pending excuses. carefully final instructions haggle quickly unus
17173,Customer#000017173,477758.692,4779.85,ALGERIA,"80DTJ4lVgoe,M51MSgalhgAkV0ok",10-380-349-1044,"t packages. unusual, final dependencies wake blithely!"
120658,Customer#000120658,475460.534,-657.16,JAPAN,"9ih3BRaRK BUsVgagrWAV,LM",22-554-122-2207,"ts. bold pinto beans use slyly regular, bold requests. slyly special pinto beans nod until the final, regular"
23431,Customer#000023431,475099.5302,3381.86,ROMANIA,"kKI5,CJAJQjQRQtOdCiFQ",29-915-458-2654,the final sentiments. carefully ironic packages
114295,Customer#000114295,474879.8317,3214.07,KENYA,uTdBUs4F7zqwRT,24-107-865-9309,"kly regular requests among the deposits cajole final,"
138304,Customer#000138304,471210.1509,810.28,PERU,"0,9k36z1ay26FsRWBnNvahKl YB5L88KTgc",27-241-562-7082,se. blithely ironic theodolites boost ironic theodolites. blithely regular instructions are finally across the care
102961,Customer#000102961,470238.1077,8494.54,EGYPT,"6mxipRTONegblo1Ts,wsWO",14-838-740-3317,deposits. fluffily even ideas are. ironic depo
71639,Customer#000071639,470118.8057,5696.35,MOROCCO,XB9sLfYjvLWkUMJWMB5MFx1b,25-675-430-6343,ly alongside of the furiously express sheaves. furiously special acco
62116,Customer#000062116,469117.4724,1343.9,PERU,AbQikveRbt,27-250-732-1511,"against the accounts. regular deposits nag alongside of the bravely pending accounts. regular, ironic depende"
137575,Customer#000137575,468142.1562,404.47,INDIA,Bh7lQS2xEW,18-272-106-1742,inal accounts haggle carefully
46948,Customer#000046948,467632.0451,3229.39,IRAN,"7 yxpWxWWRY0dePC1UWYQCnXVe8uv3,u2xYUO",20-177-600-6800,ess requests. slyly close ideas cajole quickly after the carefully bold dependencies. quickly ironic f
75715,Customer#000075715,467227.1953,370.16,ROMANIA,"doSqH3pR43sHICJIcNg,d,",29-481-661-5111,ter the carefully fluffy requests haggle around the blithely ironic foxes. slyly express accounts unwind pint
72628,Customer#000072628,466818.1872,5961.83,FRANCE,JjqME2JOOJg,16-183-234-8404,ns cajole into the final asymptotes
115930,Customer#000115930,465759.6621,6170.22,GERMANY,h9el15izQGiXz4XdmIV,17-605-868-2468,g orbits above the furiously ironic packages boost according to the caref
96988,Customer#000096988,465696.9658,4390.79,RUSSIA,tLCO2KoCd2bzgy5nH6DCktHQkXp6,32-136-209-4318, shall use quickly. carefully regular packages wake. ironic foxes engag
88732,Customer#000088732,465063.1282,5212.2,RUSSIA,"jR,uBy6dhmqTJ705",32-819-581-3304,"egular, even theodolites cajole carefull"
74942,Customer#000074942,463329.1298,5335.49,UNITED STATES,gdAZEbZYsMawjmJb1zrz,34-370-887-2232,sly even platelets engage slowly pending ideas: fluffily final 
108697,Customer#000108697,463201.2311,380.55,INDONESIA,Iscepax6CucbLwJ2vdbrh1j2t,19-949-922-4926,foxes nag blithely. special deposits thrash fluffily slyly ironic instructions. ironic accounts cajole f
112723,Customer#000112723,461237.1395,9196.43,CHINA,"7k,nKMuYO4JvqmEa138YOE",28-415-267-4302,ans promise slyly blithely even asymp
105913,Customer#000105913,460060.7138,4258.13,ROMANIA,pwpgzSgcqCGKyafk lFpQPO5,29-493-421-3929,efully after the boldly final orbits. slyly even deposits wake 
76693,Customer#000076693,458744.6213,8431.53,JAPAN,"FPJaSMN7ezrICwhoM9sdcM5aso3WLt,jRz",22-377-858-5197,ngage across the theodolites. furiously ironic accounts affix carefully. carefully bold foxes across the careful
59563,Customer#000059563,458112.131,1338.69,IRAN,yetY7mml6snDxg3HRIKDIOSNaS7ItQwIJ,20-111-174-6755,ly regular accounts. furiously careful deposits nag about the carefully 
87115,Customer#000087115,457101.5609,1830.62,KENYA,qGXgGVkJJKhIQ7nOV2EbYZuY7OoDjzP,24-930-719-8663,"ests. excuses cajole bold, even pinto beans. q"
78335,Customer#000078335,456733.5009,-786.42,IRAQ," JsAv2Parzc5EPOX,kg5mLyV2o",21-458-274-9582, boost above the carefully regular accounts. bold accounts haggle even pinto b
59518,Customer#000059518,456130.1554,1749.91,ALGERIA,"OwC,pqBmxhNp0RdbUPzxz",10-228-207-7724,riously ironic multipliers wake quickly against the quickly express packages. furiously regular t
146360,Customer#000146360,455964.0791,2350.22,ROMANIA,C4bceTVCKuc7nsHOZzUbvr,29-357-424-4695, carefully express requests. packages are bli
97342,Customer#000097342,451415.3432,9964.84,FRANCE,YS9lxRW7kVRsTKVrxwhP0DHOxntYbfbyET,16-971-873-4632,"kly regular ideas wake carefully. sometimes unusual ideas are permanent, fluffy "
24580,Customer#000024580,450783.6754,5889.38,MOZAMBIQUE,ZsMjBGKMvitJw0nTL7i74hPPC93J9v,26-487-512-6526,"onic packages. bold, regular dependencies boost slyly about the ironic c"
25528,Customer#000025528,450775.4561,-102.2,CANADA,"XjOMS,zVpSnF3",13-176-674-8807,l packages detect slyly carefully final accounts. pinto beans integrate. ironic theodolites cajole slyly? furiously
24676,Customer#000024676,449540.4419,5036.82,EGYPT,Mh4Lmy9mODrjyY3TysWkned57RbTjDB K7XOQRt,14-966-642-5391,fully bold dinos wake regularly according to the accounts. blithely busy excuses nag fluffily packages. 
60094,Customer#000060094,448224.089,-408.23,JAPAN,fGCAsNFbmrTGi,22-809-331-1348,uickly pending pinto beans nag carefully above the slyly final decoys. slyly final packages along 
52279,Customer#000052279,448216.6784,9245.86,CHINA,"pN,AZY6eiH1o5S yYD ",28-311-590-6175,beans sleep slyly even requests; slyly busy cou
27479,Customer#000027479,447355.9205,2725.31,IRAQ,",5H94dKpqcHrYsERkO8PbvFuOkGxCUp7S",21-506-938-1247,ual packages wake slyly instructions. ironic requests boost. blithely silent
47461,Customer#000047461,447248.636,5715.67,UNITED KINGDOM,gTujRax7iRtTlPfrG,33-921-554-9930,ke pending accounts. slyly express accounts sleep furiously among
16225,Customer#000016225,447011.7736,6592.02,RUSSIA,foTMdqC cBdGEzK,32-406-155-9045,symptotes kindle furiously. unusual accounts serve fluffily express deposits. furiously even instructions
139471,Customer#000139471,446802.0365,7516.53,RUSSIA,awBuKw38hdJzfqcv,32-835-836-2531,ickly regular warhorses. accounts are car
6766,Customer#000006766,446748.2152,4814.57,EGYPT,"hPb,rMlbTIio4FWn",14-369-503-4420,side the slyly special ideas nag exp
108691,Customer#000108691,446714.2315,2146.61,UNITED STATES,wzyfQKlqW3HM12CcIyw5VTaV nmE,34-489-247-8934,times even pinto beans are slyly after the blithely regular pinto bea
110302,Customer#000110302,446363.288,934.52,ARGENTINA,jstMjsIPFxssbTPz,11-287-161-8220,thely furiously even dependencies. special pinto beans cajole above the sly
130135,Customer#000130135,446148.5624,3875.48,CHINA,ZgZthCIqamyd2I9WNMvh9bRdLIeGd4nn j,28-817-912-8987,"olites. ironic, ironic accounts nag. slyly even deposits are blithely according to the slyly pending acc"
44585,Customer#000044585,444950.4504,2036.25,ETHIOPIA,"V,ohaqIRWsw5hsFTLZaAoemDBbjs Ive",15-387-205-6069,es cajole furiously furiously regu
111283,Customer#000111283,444693.9569,8385.81,SAUDI ARABIA,"ghZpZN0BKm8UnCHq,rOnGQDW4DXDx9V,88xC",30-880-954-9711,ts. furiously ironic accounts wake blithely ironic d
69397,Customer#000069397,443655.7504,8855.06,ROMANIA,"yshvFTWsuVpFO0jyQ3,",29-895-915-4555,"he unusual, final asymptotes cajole against the slyly express dolphins. ironic pinto beans nag about the ironi"
79822,Customer#000079822,441751.1647,1730.87,EGYPT,OitV3qqQyHeYFTK5dRobqO 2F67UeaEd,14-497-470-6253, cajole furiously carefully reg
129571,Customer#000129571,441100.6367,2791.05,UNITED KINGDOM,"Zn1KMP0,hOU0LV",33-217-399-1269,unusual accounts haggle quickly blithely special accounts? quickly pending
4684,Customer#000004684,440912.3109,1438.87,INDIA,Mt4uAJWABWCFEOjIjS2xdioaSp8o,18-847-799-5343,y final instructions unwind fluffily final foxes. bold epitaphs poach
42832,Customer#000042832,440233.4228,9481.91,MOROCCO,tgKBLHmd4dWq3fc3lj,25-559-775-8846, use fluffily instructions; pending packages breach furiously. blithely unusual deposits wake
26134,Customer#000026134,439836.1337,2826.61,CHINA,rDsRbMyWo711CXznSXE1qXIJKMMjzl4CNuGXCOX,28-156-426-1802,"y express accounts. slyly regular excuses are? ironic, bold accounts w"
37603,Customer#000037603,439738.6935,9600.0,JAPAN,TwY7xop7GM,22-423-247-6089,efully special depths. carefully even instructions hagg
105994,Customer#000105994,439450.6471,-662.94,UNITED STATES,"qfAYj6xOZgOkVatWoHqsgD5,AGfevqRu",34-284-577-1896,ding to the bold requests. slyly 
25429,Customer#000025429,439362.34,9589.41,CHINA,aimQKeyWJy6lqk,28-199-372-8165,x. dependencies would haggle carefully around the slyly final deposits. unusual theodolites integrate
55153,Customer#000055153,437606.7273,942.14,JAPAN,qkda1xYGKvyEF1 WH3CM2zdY7RQHLrSLLf,22-889-123-3897,deas. furiously ironic requests are blithely a
130855,Customer#000130855,437347.9547,4430.09,FRANCE,"l77RY,tp6dhBhabghojSdNra2FWu62dq6",16-717-139-1202,te according to the furiously unusual frets. requests sleep carefully carefully ironic requests. final pinto beans
58450,Customer#000058450,437242.9028,7864.85,BRAZIL,"sXR50gtUv2TpLE6MerB,mD4U3pMZ",12-393-763-9188,ise about the enticingly permanent packages. blithely ironic packages 
130255,Customer#000130255,437128.5514,6786.57,INDONESIA,"453biJ2CljIAW,ffIFUtNZfZiHBNmp",19-931-395-8677,"ial deposits sleep furiously bold, bold patterns. carefully sly sentiments among the bold, id"
57290,Customer#000057290,436260.215,349.34,BRAZIL,Ww2Gy5IkxksEc4WzPplbAFRKxNvDXtV0OJtl,12-898-887-8910,s haggle blithely foxes. carefully pending pains kindle furiously according to the express f
91078,Customer#000091078,435956.7658,6855.64,KENYA,"N,v8STnFap3FBYZjZKNzkXjk HN41i5E",24-750-464-6060,ntly final ideas-- regular deposits along the blithely iron
132668,Customer#000132668,435919.0342,580.49,INDONESIA,Ss71SpwIb6,19-874-148-5848,"the regular accounts. final, regular deposits cajole. bold foxes alongsi"
103531,Customer#000103531,435827.7445,3989.02,VIETNAM,WzPtAPC6mVp03A2xFrTeXxXD5syRK3LJdrbHmLNn,31-749-908-1422,. blithely ironic packages integrate slyly carefully bold 
31294,Customer#000031294,434413.4814,3537.67,SAUDI ARABIA,WKlXlZrsOoFEQLI,30-471-491-4594,fily slyly express pinto beans. quick accounts haggle blithely across the ironic theodolites. regular
6530,Customer#000006530,434276.2913,3190.15,PERU,f50zIA3wF2kNd8,27-993-759-6289,refully along the accounts. regular ins
8008,Customer#000008008,433321.8185,4601.06,KENYA,PBY 7yPtJWg7gpC bxmodgBz179EiG5BoNHW6U,24-110-973-3604,"g to the blithely final deposits. pending, busy dolphins are busily. express, final orbits are blithely ac"
137110,Customer#000137110,432852.6569,7513.2,UNITED STATES,ixAS9xl9u WnNADytGfrC3puNk,34-739-655-3826,"lthy requests. slyly regular pinto beans serve carefully about the special, bold accounts. blithe, special dependenc"
52681,Customer#000052681,431404.335,304.76,FRANCE,DsjINqP3enu7TcIkSP gvaHRRK6U7k,16-670-561-1805,nstructions. ironically bold packages sleep slyly across 
80471,Customer#000080471,430842.4667,9458.25,ETHIOPIA,J9y9i SDC5M,15-307-661-1153,er the bold dolphins haggle among
3934,Customer#000003934,430600.2039,8090.13,ROMANIA,B3N4msteQ18G,29-226-859-4444,lent deposits. slyly bold theodolites serve fluffily speci
67447,Customer#000067447,430564.9776,41.91,CHINA,"3Ie0tlFolCv1l,wTVWE",28-574-612-1364,ent instructions integrate according to the furiously even orbits. furiously iro
129946,Customer#000129946,430406.4446,3530.62,VIETNAM,kGcTCjB59nnVetjWl0SxJ10WOz154bl,31-574-686-9190,ickly: slyly even notornis would a
129602,Customer#000129602,430317.1365,8059.07,FRANCE,"kK2KKriqTFr8t,3XQgWcoY64vFH",16-191-618-1045,. furiously ironic accounts among the even accounts are above the furiously special ideas. slyly special ideas
75238,Customer#000075238,429930.395,3331.76,IRAQ,4A S5Nc3C4WChUFYec3Ci5H1SSFwvsZboXmRQKO,21-996-143-8665,iously blithely ironic accounts. special accounts impress tithes! slyly bold ideas hagg
114046,Customer#000114046,429799.0183,3342.75,ROMANIA,"tATedPYOI,qAKEnn,8fjNrU1IR3LhdsT",29-977-152-3877, across the unusual excuses. busy packages after the care
3916,Customer#000003916,429418.4259,6798.34,INDONESIA,"ggw0SBadmA5hsrF6fascba24SG,Zi41Z",19-722-885-6693, deposits haggle even deposits. even packages haggle f
