c_custkey,c_name,revenue,c_acctbal,n_name,c_address,c_phone,c_comment
99163,Customer#000099163,541913.6397,8961.34,VIETNAM,eUwbyEhjGYPC1jRoW1fZCuj3tnfcLeA2ouh,31-266-361-2228,ainst the foxes integrate blithely alongside of the slyly regular packages. pending theodolites 
17401,Customer#000017401,541429.1971,1788.34,JORDAN,LQmIW3e194D1ivsPEERq5hBP5i7hIS YiEg5rA,23-396-935-2728,he bold ideas. regular dolphins wake ideas. c
71608,Customer#000071608,541344.3462,3862.18,RUSSIA,"d2ahWxtaymlOdEAlwACFf2eF1yPHbRb,qCVht7w",32-414-900-4333,tes alongside of the deposits cajole slyly pinto beans; 
68620,Customer#000068620,540524.6401,3653.65,ETHIOPIA,"9FDskKelUGHNhRsj,oVMZXnTslXeqob 7a",15-234-944-4677,hins impress slyly. blithely ironic gifts around the regular
80704,Customer#000080704,536730.1526,2982.05,ROMANIA,34oIp  far,29-668-620-9394,ckages nag fluffily ironic pinto beans. pending deposits cajole quick
127126,Customer#000127126,534524.3089,5277.35,MOZAMBIQUE,"EFxYJDo8kvWOYAvMbfbGs9s0k61Ov,ekDeS9",26-595-851-1972,ages cajole slyly close deposits. carefully silent requests are furiously according to the slyl
18988,Customer#000018988,533190.6836,484.23,IRAN,kz9ykk3pVj2yQ8bnlZxYzcvT jar,20-213-232-3626,nag slyly fluffily silent requests. ideas sleep blithely final requests. pending instructi
108955,Customer#000108955,529632.7973,-386.11,ALGERIA,NZhWMdB1K6KIncC3yHCxO6yv,10-321-607-5930,the quickly even accounts. quickly unusual pack
93871,Customer#000093871,529581.2786,6935.58,INDONESIA,"6c1zlaGhdvrivsnzwvsVf,tmgG",19-868-111-3977, platelets grow above the slyly special theodo
24314,Customer#000024314,529382.1799,3015.98,VIETNAM,mGK4kA7w4FavEe447SLy4RyodUKzBD2QR,31-555-144-5016,s: slyly final requests are around the fluffily bold requests. quickly final ideas after the carefully 
87064,Customer#000087064,529081.8536,5244.68,BRAZIL,"0vMHUGN7SsJTevfOnhZijX24vC GwvqZri,HvzL",12-930-206-2571,iously unusual accounts wake carefully-- b
121972,Customer#000121972,528304.3886,-950.95,MOROCCO,ZRx68p FAFVWYd9zi14OphMJ A7fdR4T,25-953-330-7802,s sleep ironic platelets. blithely pending ideas haggle carefully. blithely e
90880,Customer#000090880,519530.9914,-484.22,JAPAN,zxv3QuuBbD1JeAZ09oXy,22-614-303-5171,ecial theodolites. quickly regular platelets integrate
22357,Customer#000022357,519204.7523,4744.9,INDIA,"jsS49ckDWsZpgoK,9lXaQlMnEuEuuxh",18-396-621-4364,"ng pinto beans. final, regular accounts nag "
5968,Customer#000005968,518313.4378,2762.04,RUSSIA,"HlfG,soa9Pmfr",32-175-518-6789,slyly regular dugouts. even foxes unwind fluffily pinto beans. bold theodolites slee
137593,Customer#000137593,516740.5893,6797.32,INDIA,bkJzuHmRnSJM33onoRkbzqU,18-893-617-4435,"aphs doze slyly express, express asymptotes. slyly ironic requests us"
109492,Customer#000109492,516376.604,8777.96,BRAZIL,9PUZ0OHI07Mmhxcy,12-986-182-1747,nts cajole carefully above the quickly pending theodolites. express foxes cajole furiously furiou
69379,Customer#000069379,514395.2161,-418.75,KENYA,"J4,lzRnOByUHWXW2GdyZxqxPajBVNBuqyV",24-727-159-1487, requests. theodolites lose carefully pend
82652,Customer#000082652,514190.1232,7515.49,ARGENTINA,"7f,CpQGpfk8o7yodfh,BVJL7M7BKeIno4QVITqh6",11-738-453-3615,", final accounts against the excuses detect blithely fluffily bold packages. slyly even accoun"
36188,Customer#000036188,513838.7603,4688.36,CHINA,"yqyK3HxCRTLx36fxBm8,DAuCFO2",28-560-159-3408,"sts. furiously even waters alongside of the furiously regular courts dazzle final, final "
58327,Customer#000058327,512855.878,1647.01,FRANCE,"Agib9nS,CNb BPABlDWoC 1ujIAQJ",16-311-779-3096,ic pinto beans cajole quickly at the 
37999,Customer#000037999,510143.1396,544.99,ARGENTINA,"MoWPxgMAniK9G,LaVatx",11-978-730-9214, the slowly final requests. furiou
134284,Customer#000134284,508423.6458,7823.99,SAUDI ARABIA,9Tp0mXODb49qvacsaaZ,30-579-203-7834,"uctions hinder fluffily among the enticingly regular foxes. pending packages use among the ironic, express requests"
112123,Customer#000112123,508384.753,8109.78,BRAZIL,"MujxPC1R2m,lxU4Kwmzt mMHJ3GvkKV1",12-656-586-7078,g asymptotes cajole according to the always ironic dolphins. slyly regular excuses haggle furiously
142144,Customer#000142144,507848.5918,-833.39,ALGERIA,6ziUcqq0Ro7opBexSci5g99MJHDtoG7n,10-411-955-7428,use carefully among the blithely final requests. even foxes mold
55295,Customer#000055295,507453.7872,330.93,UNITED STATES,4LNjw1LJPIWS6xNB,34-952-363-1792," use slyly against the regular, ironic excuses. slyly bold forges aga"
126622,Customer#000126622,506567.5931,8427.27,ARGENTINA,bAx cv5EJbgGxC5A5CXedmFXeU,11-705-194-5808,"s. dependencies sleep ironic, regular platelets. even, bold asymptotes boost carefully blithe, even plat"
15187,Customer#000015187,506397.975,870.07,IRAQ,MJjMea uPR JF6fWeFZv EQ405,21-218-876-4937,"ly pending instructions use slyly after the silent, even accounts. carefully silent ideas wake slyl"
57604,Customer#000057604,504319.0125,-427.22,SAUDI ARABIA,iAz2uUqmeM1nO,30-445-274-6676,pending courts dazzle against the quickly final accounts. furiously special de
13666,Customer#000013666,503465.7633,7453.98,EGYPT,of964lOB E5AN9ciwE1vCm,14-316-135-4381,asymptotes after the carefully final excuse
131446,Customer#000131446,502646.5395,5444.4,INDONESIA,"1nhEmnUQdLfII43L74,aN fjSWS5v",19-322-848-2089,ainst the slyly unusual courts. ideas nag. carefull
56383,Customer#000056383,497123.4594,1910.98,ALGERIA,8 Vns5GAkcDamMNyR1PXvnpi3D,10-978-426-6677,ter the ruthless instructions haggle at t
39961,Customer#000039961,496566.3196,563.37,JAPAN,jBmPkBQAq00ft67SqgCLz819l,22-765-302-6410,final accounts. special packages wake carefully. regular deposits doze. carefully even deposits run fluffil
14809,Customer#000014809,492937.4594,1540.98,JAPAN,"uXMvFM42Q,OyOO,i5W",22-897-422-7033,lyly special packages; carefully express instruct
55534,Customer#000055534,492558.0223,6717.03,ETHIOPIA,"cJyjtKgi3SAnFL,nTn64rDhEAGnflVbolSvoQ1f",15-932-438-2315,xpress excuses nag fluffily furiously regular theod
20818,Customer#000020818,490499.6923,7582.27,RUSSIA,q1oRWXgtu4,32-695-769-5310,"-- even platelets are furiously against the express, pending frets. slyly special deposit"
60232,Customer#000060232,490091.6599,1561.02,ETHIOPIA,N0Kx6SnR05ORO6y3hXrFU1yKf20vhbm 1 ,15-521-188-6665,"ajole furiously. even, bold pinto beans haggle blithely ironic dolphins: boldl"
145582,Customer#000145582,489795.2852,7442.09,ROMANIA,"cLCykt9wQfa,idGKO8QLPvbsiPUhf",29-111-971-1348,according to the fluffily express accounts sleep blithely blith
79057,Customer#000079057,488892.1945,9195.7,IRAN,uyMEl0 lgdvqzeYO34R,20-744-738-3250,en platelets. blithely regular ideas was. pending accounts according to th
134938,Customer#000134938,487830.9591,-908.61,ETHIOPIA,4kXrypLWWnlBx9XwjsmEld6z4ri,15-870-215-1392,grate quickly according to the blithely even requests. fluffily bold accounts along the platelets wake al
90562,Customer#000090562,486838.3314,5277.9,CANADA,"akzzxfm5f,TZj5ie9",13-170-843-6553, deposits nag fluffily slyly bold foxes; slyly iron
9370,Customer#000009370,485769.9132,3828.14,ALGERIA,1O2p9byAIffqOrcYQLppiqEEXpERUsQyNY,10-682-851-5899,ages wake carefully silent theodolites. ironically regular accounts above the gifts snooze
147890,Customer#000147890,485627.3349,9295.8,JORDAN,BbE4pBr qi,23-437-612-8492,"nally unusual theodolites. final, final theodolites haggle"
102688,Customer#000102688,484242.3588,5213.5,FRANCE,BX39io4uG9uefAR,16-431-423-1651,f the even ideas. slyly final packages are blithely; regular foxes are. furiously final accounts wa
113003,Customer#000113003,484062.067,5665.44,PERU,8aQZKCwUUsnwAIDReokrYZyC4E,27-102-754-5217,ts haggle above the furiously unusual accounts. special foxes are. blithely quick req
5158,Customer#000005158,483298.2301,-383.01,IRAQ,"xObA4wD5,0PLgwSSs6iU2A6s0rPD3kB7vk7",21-987-742-7398,nic theodolites. furiously blithe theodolites among the caref
91609,Customer#000091609,483256.5102,2353.17,JORDAN,yZ3uUWbuB5K1f1VZnkhqZjAYU0UyhrYBCxsHnC,23-410-430-1529, carefully according to the quickly express requests. blithely bold deposits wake quickly bo
10462,Customer#000010462,481969.657,3733.21,JAPAN,BNJZLEYEMEHKW2KlHEnGMnU5gbEitXK3XaLueVx8,22-915-250-4177,kages wake carefully around the carefully pe
45070,Customer#000045070,481053.1834,5508.66,INDONESIA,e5RHVYnmJm66KQAivF,19-328-734-1900,"es wake blithely about the enticing, final deposits. ironic, silent theodolites cajole"
102343,Customer#000102343,479734.7846,815.9,JORDAN,mIpukqmjMW,23-752-511-7987,"ding to the stealthily regular braids. even, express requests alongside of the final, regular sauternes cajole caref"
100513,Customer#000100513,478154.5272,6016.93,PERU,X7D46kIZ4EMRLKqJP,27-367-392-1550,"tes use slyly final, regular packages. quickly"
71410,Customer#000071410,477080.114,8497.57,ETHIOPIA,TE7Zktv8c5k3X9QfBbU4v,15-318-885-2876,nic decoys. deposits cajole furiously. furiously final instructions boost furio
133483,Customer#000133483,474363.4524,6495.54,RUSSIA,"V0,nEynaApcmF5JbbHOgbo",32-722-963-2640,"nding instructions impress slyly. bold, unusual dependencies ca"
77248,Customer#000077248,473939.2083,2733.95,IRAQ,DIDyqPpBMYJD8sHwB0wgF21Z,21-865-121-9464,yly final asymptotes alongside of the furiously final dependencies use about the blithely expre
7477,Customer#000007477,473916.2194,1382.66,KENYA,"8rUMG,J5vXNxUq83BoUfsZKEBnVRQtfG",24-174-519-4281,rmanently ironic excuses. final dependencies along the regular requests sleep closely
137128,Customer#000137128,473096.6816,3027.04,ARGENTINA,5YvrzKPx akTvJZbg1R B713B,11-422-803-2970,y regular patterns. express requests w
1603,Customer#000001603,472985.0843,-149.21,IRAQ,ijHxrKnZTH2ne3BAv5Lo,21-880-121-2298,"t the final dolphins sleep unusual, pending deposits. furiously express instruc"
131911,Customer#000131911,472057.9794,7070.47,IRAN,IPEcqabgWLMmAko4j0u5Faewa9MgDjLqpb,20-566-981-4230,s integrate regularly according to the bli
82360,Customer#000082360,470189.3736,4429.18,IRAN,jRVk 62aFMQuKLQUxc5jbFqtUUCX3sjz,20-277-247-2789,bold asymptotes. fluffily regular foxes about the fluffily thin asymptotes s
114355,Customer#000114355,468608.2986,327.99,CHINA,"6iNehkcLR1,rMEhV JQLyvvqIcVk",28-531-806-3130," carefully according to the daring, final ideas. stealthily even ac"
17737,Customer#000017737,467756.7767,9148.15,RUSSIA,ppH4pGC0Cv3eOjYCOKKqDYqOLOVLI,32-998-354-5087,ctions. final dependencies nag furiously. regular platelets wake furiously after the unus
48583,Customer#000048583,467532.1596,8813.59,IRAQ,LcoCVOc04Wzx gopzDCCPeEapCLOhVDcB,21-150-562-7126,lly regular accounts are slyly against t
35395,Customer#000035395,466291.6066,3418.33,JORDAN,1ZqbXoSnnrMSfXmWjZGCoXyTc3t,23-863-103-6816,onic excuses use slyly according to the blithely final dolphins. pending deposits affix b
5786,Customer#000005786,465960.8738,7840.1,MOROCCO,",MXlNGZGcynkoMM",25-512-438-5254,nusual deposits. express deposits use. bold accounts accord
140569,Customer#000140569,464934.2522,6340.47,RUSSIA,",enCFPpx67 T3J",32-779-269-5455,egular accounts. blithely regular instructions are blithely. packages are sometimes about the iron
35284,Customer#000035284,463876.3506,6766.89,PERU,B8nCWtIjHtUq8HuHIenn3M2plIRuAzK,27-167-548-2343,p slyly regularly regular excuses. carefully regular forges against the furiously bold deposits eat carefully sp
144256,Customer#000144256,463780.3154,9358.07,ETHIOPIA,Ud j8M4Xba4T9d57Ixs1yffnFD0UzX,15-565-996-7108, deposits. carefully final sentiments integrate. c
30304,Customer#000030304,463717.1022,7121.58,MOZAMBIQUE,Nqf4JZu3IrWCXIktxobJqAVkKXKR tfNCAUiS,26-266-219-8304,jole slyly above the furiously pe
63925,Customer#000063925,463126.9271,7301.67,MOROCCO,tK9odr7fB1J6BbwnvM35pryUxN7,25-970-624-4088,"ctions wake furiously at the regular, unusual instructions. regular packa"
62785,Customer#000062785,462600.0429,9363.1,ROMANIA,YcG9COVpLt8,29-494-894-7296,l notornis along the slyly regular pinto bea
31075,Customer#000031075,461476.5308,2371.16,CANADA,Lpgs 0nrnTXSThghiHJ9k2MK4evo,13-256-764-7700, regular foxes alongside of the carefully express requests sleep according t
91516,Customer#000091516,461456.8339,8553.08,CHINA,xBum0Q kZe1UjdgSmyy,28-646-308-4574,uickly fluffily even accounts
31666,Customer#000031666,460800.5983,7013.62,KENYA,"P c115ppdxbP975v2BypBipObnhyRAZ,,xkdwVIH",24-378-483-5335,gside of the carefully regular accounts nag blithely exp
102187,Customer#000102187,460093.0286,-896.03,ETHIOPIA,nqIUwPkD4j7ePU ivD0bz6K8jUWy9rrIuQ,15-877-462-6534,s use quickly carefully ironic instructions. slyly ironic deposits according to the enticing pinto beans unw
126022,Customer#000126022,459266.1778,4694.08,CHINA, bLh FDK3NBnxiQv,28-108-372-2875,y express theodolites. thinly bold requests nag after the bold accounts. sp
111268,Customer#000111268,459103.7409,1296.16,PERU,k1LX2fMDBvZqqs,27-484-789-1232,ic packages wake-- fluffily final waters sleep accounts. pinto beans aga
3019,Customer#000003019,457642.7807,470.86,MOZAMBIQUE,3HQV5Zj2EuEYauF,26-633-617-8643,nstead of the fluffily pending instructions. slyly even ideas us
11795,Customer#000011795,456924.71,3647.79,FRANCE,"DRuY97qtMLl8Qxcwsu789Decz,uilwJP7ER8",16-499-301-2296, unusual deposits was slyly quickly silent request
104110,Customer#000104110,455920.6396,2762.52,JORDAN,"FETr1yn3V1WDqaPhcPprT,3pou0ZDt5",23-639-800-5768,"r packages haggle pinto beans. pending, express accounts wake carefully exp"
90298,Customer#000090298,455441.3977,-839.25,SAUDI ARABIA,Fm5lrFC1MYk5nwljOPdAfieA,30-647-368-4927,e courts; accounts across the slyly unusual packages wake afte
55273,Customer#000055273,455039.6238,7584.34,BRAZIL,OKok9wgNJ8qlbgR9e gif,12-293-651-1122,quickly regular accounts. blithely final deposits haggle slyly across the final foxes-- final
33367,Customer#000033367,453599.3888,-509.23,CHINA,9lgGEi7zdug9g0TEWJfaj NIEtitVSHOsxo7qak,28-516-990-7930, realms. carefully even requests hag
103672,Customer#000103672,453303.5906,-404.76,UNITED STATES,0YlMo819X53D6 PZq28QMXUOhIf,34-449-917-2611,anent foxes doze furiously within the blithely daring instru
141565,Customer#000141565,451486.1042,2985.94,VIETNAM,"h0 itLK4IQrkpUfny4DEJuu,pmSltHWg",31-248-594-5083,s. quickly ironic requests outside the blithely blithe pinto beans are furiously bold i
78337,Customer#000078337,449753.4654,-187.69,RUSSIA,zATPnxZeT0Vd3AKYrVKFT7,32-756-230-2594,oost furiously across the carefully ironic excuses.
85231,Customer#000085231,447866.8293,1540.72,FRANCE,AKGvBxHsoaIBLnqQH6t,16-613-374-9500,"wake fluffily silent, dogged accounts. slyly pending foxes cajole. fluffily express requests nag care"
71629,Customer#000071629,446365.1216,6771.5,FRANCE,"Wubzi0ZAskgv,RwaBDq9IyZqM70fuzm",16-952-199-8967,urts whithout the fluffily special asymptotes boost above the slyly reg
67987,Customer#000067987,445893.4923,24.81,UNITED KINGDOM,VfPBAOo0zPT MVkmsdMm74f1lHT2rSxsR,33-606-682-6603,"yly regular foxes thrash furiously at the unusual, even deposits. carefully "
60601,Customer#000060601,445165.8952,862.97,KENYA,ItOco46Zuag,24-485-571-9066, to the never bold pinto beans haggle slyly along th
125890,Customer#000125890,445002.9809,2364.83,ARGENTINA,nsNEVmkSYO181aWZSxI3H5OqE5Ztu,11-697-535-1991,s boost furiously ironic courts. slowly express ideas haggle. pending requests along the slyly b
108553,Customer#000108553,444148.9999,1233.3,SAUDI ARABIA,"NLOX9bNhY,eIi9Q  yfrQxL,d024xy",30-364-604-3142,among the slyly unusual deposits. furiously express requests nag across the furiously special foxes
48190,Customer#000048190,443849.4906,8313.31,ARGENTINA,"6fhH,lOky20lO44nWf39ACIbPBgRTKIg3MUXfpf",11-112-234-3059,y carefully final deposits. quickly regular packages cajole slyly about the quickly
11926,Customer#000011926,442386.8506,1499.1,UNITED KINGDOM,"9Lnj2wjA2IdoCi1S37z,",33-428-602-6757,sly unusual accounts. quickly even courts wake blithely furiously bold courts. express platelets u
67903,Customer#000067903,442228.766,5847.47,RUSSIA,rEZClPtLPQ7MBzMWaHpYedHuAJC6Gu,32-224-378-3826,"ithely regular ideas-- instructions haggle final, silen"
20632,Customer#000020632,441799.0411,5655.59,INDIA,mexGKyo1ydu,18-803-896-1678," final, regular platelets haggle. even acco"
111122,Customer#000111122,441666.3854,9039.43,INDIA,AEI02GS1k9jg3SFP8LS,18-473-430-8514,re regular foxes. pending ideas cajole carefully quickly express requests. slyly silent accounts dazzle blith
92851,Customer#000092851,441564.2724,943.89,CANADA,9NQSTuh6dgxZlFvngnMDY,13-890-448-7004,s. ironic deposits sleep along the blithe
48703,Customer#000048703,441151.7702,2593.24,INDIA,QPnYnLZPWQUtcmNle1 yIOqYw2N0bxANlVimU,18-731-624-3817, regular platelets wake carefully silent packages? ironic accounts across the blithely ironic 
147181,Customer#000147181,440337.6367,1252.1,ETHIOPIA,cRd8RFWkHClC1IEmh03KeceXYVNJNh95Yuxv6k,15-698-658-5156,express dependencies sleep slyly across the bl
95069,Customer#000095069,440089.937,1375.14,UNITED KINGDOM,uUREdBkLfGTvMqRMqGXL,33-144-691-9079,ost fluffily carefully unusual instruc
118765,Customer#000118765,440069.5935,-694.38,ETHIOPIA,7KfOYnpwEsNx VnQ5Bemdi,15-223-394-1586,tructions boost furiously about th
144184,Customer#000144184,439696.9225,3720.24,IRAQ,om egVpLGxLmBPE3Ix,21-729-335-6399,ages cajole special instructions-- fu
46300,Customer#000046300,439404.1784,8895.46,UNITED KINGDOM,Be4QU6noEuQFrX4Khe6qv6mfoCD1QAGFi08Wl6,33-696-407-3415,gular accounts need to nag furiously regular deposits. final a
101329,Customer#000101329,437051.2098,2891.78,ARGENTINA,I0HjcZ5Ka6KHalIE7GHhi4 ,11-959-386-7946,instructions. stealthy packages wake:
58474,Customer#000058474,436894.2089,-539.81,GERMANY,"bqcRVrSJPIMPv,NuorZ0AOT8aEhOYz4Ow VVq5",17-166-434-6900,ing foxes wake about the platelets! blithely special deposits sleep. carefully special 
57232,Customer#000057232,436747.4288,5693.25,CANADA,AlFEbL2bIEPw0Klh EKG,13-478-465-7190,"the carefully unusual pinto beans cajole silent, silent depths. slyly even accounts doze for t"
74968,Customer#000074968,436528.4054,8128.31,ARGENTINA,"mpMbA,KUoRiXGA5rBzRGJp2",11-618-904-7040,special platelets according to the package
138283,Customer#000138283,435949.541,6574.85,KENYA,JO UwQWcMKjYPWxcee,24-856-720-7413,"sly quiet ideas: final, regular dependencies integrate carefully furiously regular packages."
50296,Customer#000050296,434640.5607,3118.32,RUSSIA,4BeNCnULmSATD2WGQzZMKlAQzaOKwc4 ADGY,32-720-548-1368,es. quickly final requests nag furiously. ironic requests unwind fluffily. f
37850,Customer#000037850,434554.2202,1848.04,EGYPT,pjEJZWaAwbSBp,14-948-606-1412,onic deposits wake blithely quickly silent 
16402,Customer#000016402,434361.7029,7701.89,RUSSIA,"VZ,Snkyx3OfuYry",32-491-682-4441, in place of the fluffily regular packages. special accounts poach above
44068,Customer#000044068,433682.1041,121.86,EGYPT,t1qDTRqQ9W nwGjCqe16q7LLGWpHGfrTdq,14-995-171-5050, express asymptotes cajole furiously ironic instruction
73435,Customer#000073435,433537.3315,338.8,INDIA,5W2Fd4VDAs5GDpwPOb8HxVmlpoCzPSt,18-760-962-9415,"lly among the final, regular waters. even, regula"
100642,Customer#000100642,433010.6174,-222.85,KENYA,MVvup8e2goD8cSqvSIjjwl6NuE,24-840-656-9859,e regular packages. special requests integrate carefully after the blithely silent court
116965,Customer#000116965,432890.3641,6971.3,ROMANIA,k5 rNEJLw cvGsn,29-134-691-8921,fully pending asymptotes boost furiously regular packages. quickly regular deco
35179,Customer#000035179,432864.4996,1283.05,FRANCE,zobzebIr2TGmQU6n4lFYxNI2S2EJ6FByq2dd7Q7Q,16-861-510-8387,"to the quickly final pinto beans boost fluffily ironic, regular theodolites. final packages among the even"
121882,Customer#000121882,432447.6338,446.18,CHINA,k2WJlMZshlO Eh,28-516-194-3195,e carefully unusual excuses use blithely packages. quickly ir
36238,Customer#000036238,432156.7216,9827.46,SAUDI ARABIA,5vQ8r1lSlIXpOP8FIwCy,30-168-578-5742,r deposits haggle. carefully ironic platelets run bravely express dinos. ironic accounts must cajol
139753,Customer#000139753,432028.7489,6422.39,IRAQ,1gGEki Ysc,21-227-253-5374,ar ideas cajole pinto beans. blithely ironic depos
133039,Customer#000133039,431624.3502,3801.55,IRAN,"mFTjzR,T4W7S7k1Yh",20-301-564-6157,final requests are blithely! fluffily final platelets alongsi
142483,Customer#000142483,430736.3228,8943.68,CANADA,"C,wlDPLzbFy1Gs1HavBgS",13-608-745-8270," furiously besides the thinly unusual sentiments. slyly even warhorses above the regular, sil"
62224,Customer#000062224,430686.039,6590.93,INDIA,EHKAu35Sga,18-264-618-9941," sleep blithely final packages. slyly ironic packages sleep. ironic, regular theodolites h"
92413,Customer#000092413,430465.7713,461.0,VIETNAM,CbHPjKqvZMbjCHh0is4rQTYuGP2qeh19ppu,31-747-627-1628,ackages. packages wake slyly final pearls. furiously ironic requests caj
105526,Customer#000105526,429700.1992,1050.11,CHINA,",G M7E0tpG1",28-229-969-8268, blithely ironic excuses sleep slyly fluffily ir
123844,Customer#000123844,429606.0292,2733.97,VIETNAM,"tSz83pFU2YNbKP4n1,iQnH,zcNA",31-810-215-3861,"ts haggle closely bold ideas. ironic, pending courts boost carefully. regular, special deposits up the furiously f"
60307,Customer#000060307,429394.4633,5556.93,PERU,qX1DwMivmLnDX,27-986-989-1710,kages grow along the quietly bold accounts; slyly unusual fo
122119,Customer#000122119,428296.3087,7332.73,IRAQ,55EIIQ1RZHAxruGKkge4BeSw,21-192-185-3052,uses are about the packages. quickly express tithes among the regu
64928,Customer#000064928,426947.5887,5766.23,SAUDI ARABIA,",YNKVVzQMtKkGDaMrk90ax7lfyDkENW",30-328-361-6076,across the furiously regular courts wake after the final packages. special pa
15622,Customer#000015622,426676.1207,4048.11,ARGENTINA,BZswBaXVpkYfc5z9 NjDbaN3A2ugE43H0 Jm,11-979-876-7133,"express, regular pinto beans sleep furiously. carefully special packages among "
10363,Customer#000010363,426299.6662,8210.07,IRAQ,NrpkpqrfzW13DDzJ4MH1x,21-181-882-3397,eep quickly special braids. carefully regular instructions haggle boldly. fluffil
122614,Customer#000122614,426242.0729,4095.14,CHINA,tCbFPIsCgMvi C2ggNF iDcOvdgCUYV4iO 9F,28-653-359-2916,"ns haggle quickly above the blithe, pending i"
